ArticleId,Text,Category,Text_Length,Word_Count
755,guantanamo man suing government british terror suspect held guantanamo bay month plan sue government reported martin mubanga claimed observer mi officer played key role consigning u camp cuba following arrest zambia mr mubanga wembley london said brutally interrogated daubed urine camp home secretary said would launching investigation medium report well informed mr mubanga dual british zambian nationality one four briton released u camp january said sent interrogated british man said mi shortly arrest zambia march mr mubanga said afghanistan pakistan study islam said unable return uk lost british passport travelling zambian passport instead mr mubanga said mi agent told passport found cave afghanistan along document listing jewish group new york suggested al qaeda reconnaissance mission mr mubanga said man american female defence official tried recruit agent refused within three week told would sent guantanamo bay lawyer louise christian said hoping issue proceeding misfeasance official colluded american effectively kidnapping taking guantanamo menzies campbell liberal democrat foreign affair spokesman said vital establish whether minister approved mr mubanga transfer guantanamo foreign office spokesman said could comment activity british intelligence security agency home secretary charles clarke told bbc one breakfast frost organising specific investigation mr mubanga first four detainee freed last month give medium interview told observer worst moment told would released last march confined told would many year claimed stripped clothes mattress forced remain empty metal box naked except boxer short said interrogator used mop daub urine chained hand foot mr mubanga insists feel bitter said lost three year life muslim added authority wanted break strengthened made even quite sure yet person u government denied claim saying condemned prohibited torture statement said department defense doubt mr mubanga properly detained enemy combatant law war detained prevent fighting u ally war terror fair trial abroad director stephen jakobi said similarity mr mubanga account guantanamo detainee said pattern real problem concentration camp condition guantanamo charles clarke really pretending made mr mubanga three freed british detainee released without charge uk police return cuba,politics,3530,326
944,krispy kreme share hit share krispy kreme doughnut taken dunking wall street firm revealed would restate financial report company warned move would cut profit krispy kreme said accounting error forced move adding board director made decision restate account december however company unavailable comment delayed news also warned might restate result share krispy kreme sank close news revelation come month firm warned earnings would cut much result accounting error krispy kreme said latest adjustment involved way accounted repurchase three franchise restaurant added would reviewing account lease blow firm said advised franchise owner compliance loan agreement warned might need borrow extra money required honour agreement franchisee debt operating lease krispy kreme added enough cash fund current operation could borrow existing agreement many question answer especially given increased concern regarding company liquidity jp morgan security analyst john ivankoe said research note firm announcement latest blow one time darling wall street lost stock value year firm currently facing security exchange commission investigation account shareholder also launched lawsuit group claiming made false statement inflated sale,business,1929,170
1702,benitez launch morientes bid liverpool may launch january bid long time target fernando morientes according report real madrid striker linked move anfield since summer currently behind raul ronaldo michael owen bernabeu liverpool bos rafael benitez keen bolster forward option djibril cisse next season attractive propostition could would keen leave admitted year old morientes added unfortunately control situation contract real make decision fee could put liverpool prospective deal real keen net cash reported preparing massive summer bid inter milan striker adriano red currently sixth premiership point behind leader chelsea,sport,899,88
905,marsh executive guilty plea executive u insurance firm marsh mclennan pleaded guilty criminal charge connection ongoing fraud bid rigging probe new york attorney general elliot spitzer said senior vice president robert stearns pleaded guilty scheming defraud offence carry sentence month four year state prison mr spitzer office added mr stearns also agreed testify future case industry inquiry saddened development marsh said statement company added would continue co operate case adding committed resolving company legal issue serving client highest standard transparency ethic according statement mr spitzer office marsh executive admitted instructed insurance company submit non competitive bid insurance business bid conveyed marsh client false fraudulent pretence practice marsh allowed determine insurer business client control insurance market mr spitzer office added also protected incumbent insurer business renewal helped marsh maximise fee statement said one case email showed mr stearns instructed colleague solicit non competitive b quote aig higher premium restrictive coverage fixed bid way would support present provider chubb company also still examined u stock market regulator security exchange commission sec late last month sec asked information transaction involving holder firm share,business,1834,180
631,putting face big brother literally putting face technology could one key improving interaction hi tech gadget imagine surveillance system also present virtual embodiment person screen react behaviour perhaps even alert new e mail basic version called avatar already exist together speech voice recognition system could replace keyboard mouse near future idea showcased london science museum part future face exhibition one avatar jeremiah virtual man download free install computer creator richard bowden lecturer centre vision speech signal processing university surrey refers jeremiah rather jeremiah virtual face attempt emulate human way responds activity childlike like visual stimulus told bbc news website see child running laughing waving smile ignore get angry leave get sad also even surprise jeremiah actually intelligent work vision reacting preset way information provided surveillance tracker system able talk hear least yet surrey team already working jeremiah next version replace human face underwater interactive creature finn fish interested interaction providing ability system watch going make decision based explained dr bowden research come time people cope increasing number hi tech gadget expert say much natural way interact device virtual human could make much easier make new gizmo get three clock morning go downstairs probably two thing going either going bathroom maybe going make cup tea said dr bowden system watch behaviour time learn would predict going turn light even get kettle could switched might even able tell home surveillance system going away holiday ask could make sure house secure left might sound like scary vision orwellian future might depend face watching put surveillance camera centre lot people unhappy fact system watching said dr bowden jeremiah camera went nobody minded although still watching could see watching,tech,3036,274
1690,brown shrug economy fear gordon brown freeze petrol duty increase fund bn package avoid big council tax rise boost childcare maternity leave upbeat pre budget report slightly increased borrowing insisted economic target would met chancellor also hailed longest period growth uk industrial history denied gloating oliver letwin tory attacked government red tape debt dubbing mr brown sir wastealot shadow chancellor said mr brown golden rule turned dross hand said borrowing spend invest predicted debt coming year totalling bn mr letwin told mp tide going chancellor credibility spending borrowing taxing much getting value taxpayer money vincent cable liberal democrat accused mr brown ducking tough choice said last week prime minister gave u politics fear week chancellor offered economics complacency serious challenge ahead falling dollar rapid downturn uk housing market rising personal debt confronted mr brown rejected lib dem call open government book national audit office saying decision tax spending made minister economist say forecast public finance wishful thinking bbc economic editor evan davis said figure plausible also gamble mr brown insistence gloating pointed rebuttal warning new european commissioner peter mandelson speech set year childcare strategy labour win next election includes cash injection extend paid maternity leave six month nine parent able transfer leave mother father also promised increase free nursery education three four year old hour april fund would provided keep school open gmt look child parent work taken together measure would create welfare state truly family friendly first time history said mr brown also announced cash hand older pensioner payment part winter fuel allowance move minister say keep council tax rise next year chancellor said providing extra bn local council money expected come government department health education mr brown said set meet two fiscal rule borrow invest keep debt low sustainable economic cycle next borrowing figure bn bn le bn predicted march budget already announced office national statistic borrowing tipped fall bn still bn mr brown predicted march budget inflation would next year year follow mr brown forecast also pledged extra security counter terrorism business group welcomed effort improve competitiveness invest skill innovation worry cost family friendly working simon sweetman federation small business said proposal maternity leave clearly made general election mind little thought impact small employer,politics,3698,367
1452,egypt sell state owned bank egyptian government reportedly planning privatise one country big public bank investment ministry official told reuters news agency bank alexandria sold sometime move seen evidence new commitment government reduce size public sector official said government yet decided whether sale take form public flotation important thing decide method whether selling share public strategic investor abroad said analyst say public sector bank suited government monetary credit exchange policy nevertheless egyptian government spoken year privatising one big four state bank banque misr national bank egypt banque du caire bank alexandria expected one smallest four big public bank bank alexandria banque du caire would sold first announcement reinforces hope investor international financial body revival egypt privatisation programme state run company facility sold early appointment mahmoud mohieldin reform minded technocrat new post investment minister july taken sign sell offs way imf world bank urged egypt remove obstacle development private sector say vital role play reducing poverty expanding economy,business,1635,157
644,rusedski angry supplement greg rusedski criticised governing body men tennis releasing contamination free supplement time new season rusedski said tried order receive got yet would think would available december take two month body respond event come hottest period year would hope stuff would available british number two escaped possible ban last year persuaded tribunal positive doping test result contaminated atp supplement response atp struck deal pharmaceutical company glaxosmithkline provide contamination free drink nutritional bar men tour david higdon vice president atp admitted agree greg would loved thing available soon possible lot work make sure gone rigorous testing reality though first two week tour spread far wide part distribution agreement gsk education component going drop product without talk player understanding use first chance get player meeting saturday australian open rusedski take roger federer qatar open later wednesday conceded imminent change beneficial good thing guarantee hopefully never happen said rusedski hopefully australian open discus,sport,1764,152
1620,mci share climb takeover bid share u phone company mci risen speculation takeover talk wall street journal reported thursday qwest bid bn bn mci firm also expressed interest mci second largest u long distance phone firm may table rival bid analyst said share mci changed name worldcom emerged bankruptcy press report suggest qwest mci may reach agreement early next week although rival bid may muddy water largest u telephone company verizon previously held preliminary merger discussion mci reuters quoted source saying consolidation u telecommunication industry picked past month company look cut cost boost client base merger mci qwest would fifth billion dollar telecom deal since october last week sbc communication agreed buy former parent phone trailblazer bn competition intensified fixed line phone provider mci seen overtaken rival buying mci would give qwest local phone service provider access mci global network business based subscriber mci also offer internet service mci renamed emerged chapter bankruptcy protection april last year hit headline worldcom admitting illegally booked expense inflated profit scandal key factor global slide share price reverberation still felt today shareholder lost bn company collapsed worker lost job former worldcom bos bernie ebbers currently trial accused overseeing bn fraud,business,1861,196
1709,hundred vie best film oscar total film eligible best film oscar five chosen go forward nominee academy motion picture art science sent first ballot paper full list film vying recognition among expected receive nomination aviator million dollar baby sideways academy member vote favourite final nominee announced january eligible nomination film must shown commercial theatre seven consecutive day deadline december director martin scorsese aviator starring leonardo dicaprio went general release christmas day u ensuring made deadline studio already begun lobbying voter taking full page advert trade publication variety urging remember particular film come choosing back movie tipped possible success include closer starring jude law julia robert finding neverland johnny depp author jm barry kinsey starring liam neeson famed sex scientist alfred kinsey meanwhile design engineer takuo miyagishima awarded oscar scientific technical award dinner february miyagishima th recipient sawyer award presented individual motion picture industry whose technological contribution brought credit industry main oscar ceremony held los angeles february,entertainment,1601,156
750,el guerrouj target cross country double olympic champion hicham el guerrouj set make rare appearance world cross country championship france moroccan raced cross country year decide two week event start march compete feel win said year old retiring otherwise much point going el guerrouj achieved lifetime ambition last august clinched first olympic title four time world champion still hungry success calling time career year old set sight clinching world crown helsinki summer aiming break olympic champion kenenisa bekele world record el guerrouj could meet bekele march ethiopian defending world cross country champion long short course moroccan commit st galmier event ass well winter training going return training difficult accepted lot invitation past month said el guerrouj almost month behind right track britain paula radcliffe also ruled competing world cross country championship quite decided event compete prior london world cross country event also special definite possibility said two time champion,sport,1637,149
1494,tautou film top cesar prize nod french film long engagement received nomination france cesar film award despite recent ruling french enough world war romantic drama starring audrey tautou recently ruled american paris court partially backed warner bros cesar organiser modified rule allow film compete film directed jean pierre jeunet received best actress picture director nomination last november court judged film american compete french film festival two association french producer challenged jeunet right french government subsidy warner bros backer ruling meant movie filmed france used french actor technician eligible compete french prize alain terzian president cesar organiser academie de art et technique du cinema said change eligibility rule allow film french expression made three month prior court decision film best film category include police drama quai de orfevres arnaud desplechin king queen abdellatif kechiche l esquive france number one film box office chorus best actor daniel auteuil mathieu amalric king queen gerard jugnot chorus philippe torreton l equipier benoit poelvoorde podium tautou compete maggie cheung emmanuelle devos yolande moreau karin viard best actress michael moore fahrenheit motorcycle diary lost translation eternal sunshine spotless mind gram vying best foreign film prize award ceremony held february year smith star robot independence day men black given honorary cesar along french singer actor jacques dutronc,entertainment,1983,210
767,applegate charity show close u musical sweet charity cancelled run broadway poor ticket sale early show star christina applegate pull pre broadway performance earlier month broken foot producer barry weissler said deeply proud show said decision close painful fiscally responsible applegate starred tv comedy married child hoping make broadway debut show year old injured performing chicago hoping recover time official new york opening april received mixed review performance minneapolis chicago preview show due begin april sweet charity tell story charity hope valentine dancer always fall love wrong man first performed broadway gwen verdon title role shirley maclaine starred film version,entertainment,1031,100
587,tautou star da vinci film french actress audrey tautou star hit film amelie play female lead film adaptation da vinci code reported movie version dan brown best selling novel directed ron howard also star tom hank tautou play hank code cracking partner according various newspaper currently starring long engagement directed jean pierre jeunet jeunet also responsible directing tautou amelie launched actress mainstream also starred lead role critically acclaimed film dirty pretty thing oscar winning director ron howard chose tautou part preferring french actress big name hollywood star uk actress kate beckinsale widely tipped possibility role alongside vanessa paradis juliette binoche thriller upon movie based sold million copy centred global conspiracy surrounding holy grail mythology louvre museum scene gruesome murder beginning novel recently gave permission filming take place showbusiness newspaper variety reported movie produced columbia sony picture due release may united state france,entertainment,1378,142
856,japan bank share link talk share sumitomo mitsui financial smfg daiwa security jumped amid speculation two japan biggest financial company merge financial newspaper nihon keizai shimbun claimed firm join next year already held discussion japanese regulator firm denied link said examining way working closely together smfg share climbed daiwa added yen combining smfg japan third biggest lender daiwa country second largest brokerage firm would create company asset bn bn smfg president yoshifumi nishikawa said company needed bolster business company need strengthen retail operation said adding issue common daiwa said although true two group engaging various discussion enhance cooperation plan enter negotiation consolidate two business analyst said consolidation japan financial sector likely continue likely positive impact earnings cross selling opportunity bank broker increasing thanks deregulation expect relationship get even stronger said heronry nozaki analyst nikkocitigroup merger would good move added,business,1503,139
1988,tory unveil quango blitz plan plan abolish quango unveiled conservative part effort show government red tape cut six government unit would also scrapped proposal tory say would save bn among target strategic health authority new fair access regulator university tory frontbencher john redwood said britain needed slimmer government lower tax competitive plan would abolish regional assembly regional body board tackling industrial development housing power would returned elected local council national government tory say strategic health authority needed better local people rather official run hospital surgery announcing plan mr redwood said mr blair forgotten interest taxpayer broken pledge made far improving public service spending taxpayer money quango led bureaucrat regulation higher tax party leader michael howard argued change direction needed get grip spending labour creating two britain britain forgotten majority bureaucratic britain said real world people working harder stand still seen pension knocked six squeezed extra tax forgotten majority paying price bureaucratic britain government announced plan cut civil servant part efficiency drive chief secretary treasury paul boateng attacked tory plan conservative committed cutting labour public spending plan massive billion said cut scale cannot found cutting bureaucracy would require massive cut front line public service school hospital police liberal democrat said would cut number whitehall department make sure money reach frontline service,politics,2138,210
2109,tax must trusted kennedy public trust tax breaking labour tory straight people issue lib dem leader charles kennedy said day ahead government pre budget report mr kennedy used speech say party facing painful economic reality said current level taxation right although would put new tax top earner party accused lib dems making uncosted promise mr kennedy made clear determined counter accusation lib dems already published say full costing plan wednesday speech announce new policy speaking commonwealth club mr kennedy said critical political party economic credibility promised expected deliver said budget add tough choice needed public spending lib dems would cut low priority spending including government id card scheme child trust fund cutback would free fund increasing basic state pension putting police street reintroducing fee eye dental check said lib dems argue honest tax past calling p rise income tax say simple tax rise want new tax band top earner pay scrapping university tuition fee providing free personal care elderly disabled people keeping local tax would also local income tax replace council tax number change environmental tax ensure polluter pay lib dems say tory laid possible option cutting tax grab headline labour hidden tax rise mr kennedy said contract people government tax fairly spend money wisely sustained political party straightforward plan stealth tax strategy gordon brown obvious unfairness current tax system especially council tax empty promise conservative party issue wonder trust taxation breaking challenged treasury open book national audit office report government performance conservative co chairman liam fox said liam fox said charles kennedy serious making budget add start explaining would fund spending commitment reality lib dems lack courage tackle waste bureaucracy people would face tough choice would family would worse year chancellor gordon brown said lib dem figure add accused party claiming would spend le across country committing spend,politics,3050,299
1508,mexican u send bn home mexican labourer living u sent record bn bn home last year bank mexico said remittance grew last year represent country second biggest source income oil better record greater prosperity mexican expatriate u main reason behind increase million mexican live u million citizen mexican origin remittance represent country gdp according bank mexico figure last year million transaction average value per remittance bank said according standard poor recently upgraded mexico sovereign debt rating rise remittance help protect mexican economy potential fall international oil price growth remittance sparked fierce competition bank bank america announced last week planned eliminate transfer fee customer remittance charge estimated dropped report u treasury inter american development bank said inter american development bank estimate remittance latin america caribbean reached bn,business,1325,126
1011,gadget show herald mp season partner love hi tech gear may want get present early expert predict gadget shortage christmas apple ipod topping wish list may enough ipod mini go round predicts oliver irish editor gadget magazine stuff ipod mini likely year tracey island said mr irish stuff compiled list top gadget ipod number one anyone bewildered choice gadget market stuff hi fi hosting best gadget show london weekend star show sony qrio robot singing dancing football playing man machine even hold intelligent conversation sale sony commercial plan robot greet visitor flying japan probably airplane seat highly sony prize said mr irish also display virtual keyboard project onto flat surface event play host large collection digital music player company creative sony philip well ubiquitously fashionable ipod apple suggestion could gaming wireless christmas unlikely come true mp player remain popular stocking filler said mr irish demand huge apple promised supply enough people might struggle get hand ipod mini said mr irish like gadget multi talented gizmondo powerful gaming console gps gprs also double mp player movie player camera could must impressive much well said mr irish christmas gadget male preserve woman getting gadget husband boyfriend well buying said mr irish gadget nowadays lifestyle product rather geek,tech,2081,205
2121,ferguson rue failure cut gap bos sir alex ferguson left ruing manchester united failure close gap chelsea everton arsenal side draw fulham premiership leader chelsea gunner endured stalemate sunday giving united chance make ground league ferguson said think make bad rival dropped point weekend great opportunity delivered united went ahead alan smith rd minute bouba diop superb yard strike cancelled visitor lead th minute ferguson described result absolute giveaway united earlier missed host opportunity finish encounter said good performance football fantastic finish fairness fantastic strike fulham player result leaf ferguson side fourth league point four point behind arsenal five back chelsea,sport,1091,101
1204,commodore find new lease life famous commodore computer brand could resurrected bought u based digital music distributor new owner yeahronimo medium venture ruled possibility new breed commodore computer also plan develop worldwide entertainment concept brand although detail yet known groundbreaking commodore computer elicits fond memory owned one back chronology home computing commodore one pioneer commodore launched one first affordable home pc followed year later amiga commodore sold single computer system even day brand languished somewhat commodore international filed bankruptcy sold dutch firm tulip computer late firm great rival atari produced range home computer brand video game formerly known infogrames tulip computer sold several product commodore name including portable usb storage device digital music player planned relaunch brand following upsurge nostalgia era game commodore enthusiast written emulator window pc apple mac even pda original commodore game still run sale commodore expected complete three week deal worth,tech,1534,145
637,end bush denial blair tell eu tony blair urging european leader wake state denial president bush election america spoken rest world listen prime minister said interview time newspaper published friday mr blair summit brussels iraq european justice immigration plan agenda french president jacques chirac reacted warning saying europe instead needed reinforce unity mr blair probably closer president bush european leader said people sort state denial u election result predicted receptive mood would emerge soon america needed listen world said fact president bush four year american people chosen argued also made clear intended take seriously perceives role bringing two continent together britain uniquely placed make common ground strong alliance u suggested admitted gone bed gmt well american poll closed thinking mr kerry might woke gmt discover mr bush declined say pleased eventual result word president bush met cool reception jacques chirac french president told reporter europe today ever need necessity reinforce dynamism unity goal constitution world multi polar ever mr chirac miss address summit iraqi interim leader iyad allawi week criticised nation took spectator role iraq reconstruction mr chirac denied snub going memorial service united arab emirate late leader say would happy meet mr allawi also signed communiqu stressing eu commitment securing stable unified iraq eu also confirmed new aid package communiqu congratulated president bush victory stressed importance good transatlantic relation summit also expected agree change streamline european asylum immigration decision mr blair recently said uk would participate eu wide measure uk interest tory say surrendering key veto meeting also ass progress economic reform plan agreed lisbon make europe competitive,politics,2680,259
696,isinbayeva claim new world best pole vaulter yelena isinbayeva broke indoor world record clearing metre lievin saturday russian th world record career came day cleared norwich union grand prix birmingham olympic champion went attempt meeting france failed clear height men former olympic champion maurice greene could finish second leonard scott greene second consecutive defeat hand fellow american also birmingham last week ran race perfectly said scott sec best time indoors happy even know maurice long way peak start season,sport,808,79
517,labour mp praise tory campaign conservative lot smarter way conducted general election campaign labour backbencher said derek wyatt said five month campaign turned voter suggested people already rather bored thing want greater campaigning role chancellor gordon brown labour said economy heart campaign mr brown therefore prominent role mr wyatt argued way currently figure poll people trust see delivered eight year economy unmatched anywhere world would tad foolish labour party use done past three election labour election chief alan milburn denied attempt sideline mr brown facing criticism letting tory set agenda however mr wyatt predicted campaign would get way properly chancellor delivered budget mp sittingbourne sheppey said prime minister tony blair trying hard improve standing electorate sort campaign trust mr blair hurt iraq controversy added labour party spokesman played difference mr wyatt said mr brown already prominent campaign role election choice labour taking britain forward conservative taking u back,politics,1505,148
789,virus pose christmas e mail security firm warning window virus disguising electronic christmas card zafi virus translates christmas greeting subject line language person receiving infected e mail anti virus firm speculate multilingual ability helping malicious program spread widely online anti virus firm sophos said e mail currently net infected zafi virus like many window virus zafi plunder microsoft outlook e mail address us mail sending software despatch across web new victim infected user must open attachment travelling message bear code malicious bug attachment e mail pose electronic christmas card anyone opening simply get crude image two smiley face virus subject line say merry christmas translates one language depending final suffix e mail address infected message sent message body e mail read happy holiday translated infected machine virus try disable anti virus firewall software open backdoor pc hand control writer virus virus thought spread widely south america italy spain bulgaria hungary original zafi virus appeared april year seen hoax several christmas already personally prefer traditional pen paper card recommend client said mikko hypponen head f secure anti virus team,tech,1733,178
1838,watchdog probe e mail deletion information commissioner say urgently asking detail cabinet office order telling staff delete e mail three month old richard thomas totally condemned deletion e mail prevent disclosure freedom information law coming force january government guidance said e mail deleted served current purpose mr thomas said tory lib dems questioned timing new rule tory leader michael howard written tony blair demanding explanation new rule e mail retention monday lib dem constitutional affair committee chairman alan beith warned deletion million government e mail could harm ability key probe like hutton inquiry timing new rule freedom information act come force unlikely coincidence mr beith said cabinet office spokeswoman said move new law destruction important record mr beith urged information commissioner look e mail regime could support freedom information regime mr thomas said new act parliament make clear destroy record order prevent disclosure becomes criminal offence said already clear guidance retention e mail contained code practice lord chancellor e mail subject freedom information law important thing content e mail said mr thomas doubt retain long standing principle civil service public authority got use particular record may legitimate destroy deliberate destruction avoid possibility later disclosure totally condemned freedom information act cover england wale northern ireland next year similar measure brought time scotland provides public right access information held public body subject various exemption implementation monitored information commissioner,politics,2324,226
1812,takeover rumour lift exel share share storage delivery firm exel closed two half year high tuesday speculation receive imminent takeover bid talk city u giant united parcel service ups likely bidder firm yet name mentioned connection buying exel dhl owner deutsche post finance firm ge capital share closing tuesday p bracknell based exel currently valued bn bn exel employ people country active consolidation logistics sector paying buy fellow uk firm tibbett britten last august customer include boot burberry mothercare consumer product giant procter gamble andrew beh broker ing said ups deutsche post likely bidder offer p share would fair bidding battle break great strategic fit company said interested expanding logistics make decent case cost synergy could justify premium make argument revenue synergy,business,1217,122
250,keanu reef given hollywood star actor keanu reef best known role matrix movie awarded star prestigious hollywood walk fame year old attended unveiling star mother patricia thanked inspiring become actor year old asked mom ok actor reef said said whatever want star th embedded pavement hollywood boulevard actor born lebanese capital beirut also spoke dropped school pursue acting career hollywood calling said got car british racing green volvo hole floor brick holding seat young man full hope dream reef first found fame teen comedy bill ted excellent adventure went combine blockbuster speed devil advocate matrix series smaller film including private idaho recently seen something gotta give alongside jack nicholson diane keaton next film supernatural thriller constantine released u later month open uk march,entertainment,1256,123
1378,roxy music isle wight bill roxy music appear june isle wight music festival along morrissey supergrass idlewild rem already confirmed headliner three day event take place june original band member bryan ferry phil manzerana andy mackay paul thompson take stage saturday night festival band also working studio new material first since album avalon roxy music formed ferry mackay brian eno manzanera joining following year first hit virginia plain hit including street life love drug john lennon cover jealous guy roxy music back catalogue released leading band undertaking world tour morrissey also play saturday festival supergrass idlewild confirmed friday,entertainment,967,98
988,john peel replacement show begin permanent replacement late dj john peel bbc radio show go air tuesday three host chosen fill legendary presenter slot rock dj huw stephen go air slot every tuesday black music champion ra kwame wednesday dance dj rob da bank thursday rob da bank filled peel heart attack aged october three play diverse unpredictable non commercial song banner onemusic show radio said station trying replace peel would rise challenge keeping legacy alive unpredictable music three dj chosen depth musical knowledge across variety musical genre station said rob da bank one host blue room early morning weekend show play electronic dance music huw stephen one half thursday night show bethan huw wale explores new music especially coming act wale ra kwame host homegrown radio digital station xtra dedicated showcasing best hip hop garage another change station line see sara cox return maternity leave host lunchtime show saturday week good luck three one dj could fill peel boot probably good idea get contributing time next year hope saying well dj done fear time next year really realise much john peel forever missed good idea continue legacy without attempting replace john peel also surely wider spectrum international music three top radio dj unite one world name congratulation whole glory john peel fact commited one genre played liked across range music going seem already bring back steve lamacq obvious heir john peel marvellous wonderful talented claire kember totallyradio com lady young fresh one knowledgeable likeable people british broadcasting today everyone listens show understands compare ledgendary john peel bbc radio seek real talent internet radio station people making real impact world music world general,entertainment,2576,273
2081,howard unveils tory asylum plan tory plan cut immigration uk racist make asylum system fairer genuine refugee michael howard said party set detailed asylum reform plan mr howard said would help smash people smuggling gang would annual limit asylum claim would processed overseas charity say plan would put refugee life risk turned away quota filled tony blair said labour would set workable plan tackling immigration abuse next week attacked tory plan cutting number front line immigration staff border actually make problem worse said mr blair liberal democrat chairman matthew taylor said needed quick fair firm asylum system said absolutely disgusting propose system could turn away genuine refugee conservative say little risk happening demand asylum considered quota set speech london monday mr howard said racist people claim talk controlling immigration far said coming immigrant family recognised firm fair immigration control essential good community relation withdrawing united nation convention refugee obliges country accept people persecuted basis need number introduce law allow immediate removal asylum seeker whose claim clearly unfounded came safe country destroyed document detain asylum seeker without document people whose identity known able move freely around uk worry national security stop considering asylum application inside uk instead take people united nation refugee agency camp anyone applying asylum would taken new centre close country origin tory also want quota seeking work permit australian style point system wanting join family uk mr howard said nearly people settling uk every year size city like peterborough plan would help achieve substantial reduction immigration said although could predict figure said two asylum seeker claim accepted current unfair inhumane system need break link arriving britain claiming asylum mr howard said breaking link smash criminal gang heart trade people smuggling un refugee agency worried policy sends wrong message poorer country receive bulk refugee spokesman european justice home affair commissioner franco frattini said plan would contravene eu asylum policy meant uk could simply refuse hear asylum case refugee council chief executive maeve sherlock called plan dangerous ill thought hugely irresponsible life could put risk refugee turned away quota filled warned commission racial equality chairman trevor phillips said asylum application economic migration think mr howard intended centre debate race warned campaigner could use word hint policy keeping people different colour culture mr howard called suggestion disgraceful,politics,3719,376
407,berlin honour korean director south korean film director im kwon taek received honorary golden bear berlin film festival im made film year career hailed remarkable visual beauty technical innovation intellectual depth twenty film screening special retrospective festival run february veteran film maker best director prize cannes film festival chihwaseon although film vary style bear unmistakable stamp forceful charged cinematographically well reticent stylised musical organiser said statement meanwhile film version bizet opera carmen translated south african language xhosa received warm reception festival u carmen ekhayelitsha carmen khayelitsha one film berlin top prize golden bear british director mark dornford may first feature film first time opera translated black south african language xhosa work brilliantly musical language said music director charles hazlewood,entertainment,1219,119
1429,sfa awaits report mikoliunas scottish football association awaiting referee hugh dallas report acting heart winger saulius mikoliunas mikoliunas barged linesman andy davis advised dallas award ranger injury time penalty heart defeat tynecastle sent violent conduct th minute know something else whistle know many red card shown said sfa statement heart could also face action three fan arrested throwing coin pitch ranger striker dad prso also sent incident received second yellow card wrestling ball away craig gordon leaving heart keeper ground sfa said referee report come immediately look thing normally get report couple day game well aware happened prso sent two caution one match suspension sfa certain come hard mikoliunas southampton david prutton banned game wednesday english fa shoving referee alan wiley heart bos john robertson said mikoliunas thrown chest assistant referee chest got red card official got take account fact young lad people got take account incensed heart fan incensed nobody ranger bench claim penalty kick ranger bos alex mcleish accepted referee dallas option send prso mcleish said glad see spirit player fighting end literally dado trying get ball back craig gordon zealousness think hugh option,sport,1933,186
1841,school tribute tv host carson people turned sunday pay tribute late u tv presenter johnny carson nebraska town grew carson hosted tonight show year died january respiratory disease emphysema lived norfolk nebraska age eight joined navy returned regularly donated local cause old school friend among crowd school johnny carson theater carson one best loved tv personality u asked public memorial los angeles lived later life began showbusiness career norfolk performing magic name great carsoni age donation included norfolk high school build new performing art centre carson died president bush led public tribute saying presenter profound influence american life entertainment,entertainment,1009,99
